,Name,Bonus,Games,Wins,MVP,First_blood,Last_word_3,Last_word_2,Citizen_wins,Citizen_games,Mafia_wins,Mafia_games,Sheriff_wins,Sheriff_games,Don_wins,Don_games
612,Юлия,0.65,55.0,25.0,0.0,5.0,0.0,3.0,36.0,14.0,7.0,2.0,6.0,3.0,6.0,6.0
613,Бизнес-Архитектор,0.75,27.0,13.0,0.0,2.0,0.0,2.0,17.0,8.0,5.0,3.0,3.0,0.0,2.0,2.0
614,Карлсон,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
615,Эллен,0.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
616,Shtanislav,0.0,5.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
617,Дон Долбило,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
618,Лиса Алиса,-1.05,27.0,17.0,0.0,2.0,0.0,1.0,14.0,8.0,5.0,3.0,3.0,2.0,5.0,4.0
619,Историк,-1.1,21.0,10.0,0.0,1.0,1.0,0.0,16.0,7.0,4.0,3.0,1.0,0.0,0.0,0.0
620,Старец,0.0,9.0,4.0,0.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0
621,Вахтёр,0.0,9.0,2.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
622,Апохмел,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0
623,Гуляш,7.6,36.0,24.0,4.0,4.0,0.0,2.0,20.0,15.0,11.0,5.0,2.0,1.0,3.0,3.0
624,5 элемент,2.1,59.0,33.0,1.0,2.0,0.0,0.0,36.0,20.0,11.0,4.0,4.0,2.0,8.0,7.0
625,White,8.200000000000001,138.0,84.0,1.0,15.0,0.0,4.0,88.0,51.0,26.0,16.0,13.0,10.0,11.0,7.0
626,Бульба,5.05,126.0,67.0,0.0,11.0,1.0,3.0,77.0,37.0,23.0,13.0,15.0,14.0,11.0,3.0
627,Chehov,5.25,68.0,37.0,0.0,14.0,1.0,10.0,45.0,28.0,11.0,4.0,8.0,2.0,4.0,3.0
628,Шан,0.85,47.0,27.0,0.0,2.0,0.0,0.0,25.0,16.0,9.0,5.0,7.0,4.0,6.0,2.0
629,Ренуар,3.3499999999999996,149.0,74.0,0.0,12.0,0.0,1.0,92.0,42.0,33.0,19.0,14.0,8.0,10.0,5.0
630,Каренина,9.35,86.0,51.0,0.0,8.0,3.0,2.0,55.0,35.0,15.0,8.0,7.0,5.0,9.0,3.0
631,Scarlett,1.6,67.0,31.0,0.0,4.0,0.0,0.0,38.0,19.0,14.0,6.0,10.0,4.0,5.0,2.0
632,Scorpion,0.5,75.0,36.0,0.0,2.0,0.0,0.0,41.0,20.0,19.0,10.0,5.0,3.0,10.0,3.0
633,Шанель,5.800000000000001,67.0,39.0,1.0,6.0,0.0,2.0,40.0,25.0,17.0,9.0,4.0,2.0,6.0,3.0
634,Larsson,1.9,84.0,38.0,0.0,5.0,0.0,2.0,50.0,25.0,18.0,7.0,6.0,2.0,10.0,4.0
635,Бородач,3.65,144.0,65.0,1.0,14.0,0.0,2.0,83.0,41.0,36.0,12.0,15.0,4.0,10.0,8.0
636,Мирная,3.75,153.0,65.0,1.0,14.0,0.0,4.0,86.0,41.0,28.0,9.0,18.0,7.0,21.0,8.0
637,Аватарка,4.5,24.0,14.0,0.0,10.0,8.0,0.0,17.0,8.0,5.0,4.0,0.0,0.0,2.0,2.0
638,39K,1.0,8.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0
639,Менху,1.4,38.0,27.0,0.0,3.0,0.0,3.0,23.0,16.0,10.0,8.0,5.0,3.0,0.0,0.0
640,Логика,0.8,20.0,10.0,0.0,1.0,0.0,0.0,11.0,7.0,4.0,1.0,3.0,0.0,2.0,2.0
641,Sahara,3.1500000000000004,49.0,23.0,2.0,5.0,0.0,2.0,25.0,9.0,11.0,7.0,4.0,1.0,9.0,6.0
642,Римский,0.25,67.0,39.0,0.0,7.0,0.0,1.0,42.0,27.0,13.0,9.0,9.0,2.0,3.0,1.0
643,Adelin,1.25,66.0,25.0,0.0,8.0,0.0,5.0,39.0,13.0,15.0,6.0,7.0,5.0,5.0,1.0
644,Tokio,0.30000000000000004,32.0,10.0,0.0,5.0,0.0,0.0,19.0,6.0,4.0,2.0,6.0,2.0,3.0,0.0
645,Felix,0.7000000000000001,46.0,16.0,0.0,4.0,0.0,0.0,25.0,8.0,12.0,6.0,5.0,2.0,4.0,0.0
646,Дядя Стёпа,0.3,49.0,32.0,0.0,3.0,0.0,0.0,27.0,17.0,10.0,8.0,9.0,4.0,3.0,3.0
647,Ромашка,1.5,93.0,50.0,0.0,10.0,0.0,2.0,60.0,30.0,13.0,7.0,4.0,2.0,16.0,11.0
648,Diena,1.4000000000000001,57.0,26.0,1.0,4.0,0.0,0.0,35.0,15.0,11.0,6.0,5.0,1.0,6.0,4.0
649,Рузанна,0.04999999999999999,77.0,41.0,0.0,3.0,0.0,1.0,40.0,19.0,14.0,12.0,11.0,4.0,12.0,6.0
650,Santa Claus,0.5,3.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
651,AX,0.1,9.0,5.0,0.0,2.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0
652,Дилер,0.2,7.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0
653,Тишка,0.0,5.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
654,Мальвина,0.3,10.0,3.0,0.0,1.0,0.0,0.0,5.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0
655,Ирен,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0
656,Eddy,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,МЕЛ,0.0,11.0,5.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,4.0,1.0,1.0,1.0
658,Медведь,0.1,8.0,6.0,0.0,2.0,1.0,0.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
659,Tin,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
660,Post,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
661,Хромосом,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,Танцор,0.8,26.0,15.0,0.0,4.0,0.0,2.0,16.0,7.0,4.0,3.0,3.0,2.0,3.0,3.0
663,LoLo,-0.2,22.0,13.0,0.0,2.0,0.0,0.0,10.0,6.0,6.0,4.0,3.0,0.0,3.0,3.0
664,Бэст,1.1,23.0,10.0,0.0,3.0,0.0,0.0,11.0,3.0,6.0,5.0,3.0,0.0,3.0,2.0
665,Дона,0.8,20.0,9.0,0.0,4.0,0.0,0.0,10.0,4.0,4.0,2.0,5.0,2.0,1.0,1.0
666,kartman,0.3,24.0,10.0,0.0,2.0,0.0,0.0,11.0,4.0,7.0,4.0,2.0,0.0,4.0,2.0
667,Rossonero,0.6,22.0,8.0,0.0,4.0,0.0,0.0,13.0,2.0,6.0,5.0,2.0,0.0,1.0,1.0
668,Звёздный Лорд,-0.3,27.0,10.0,0.0,0.0,0.0,0.0,16.0,4.0,6.0,4.0,2.0,1.0,3.0,1.0
669,benzak,0.75,22.0,7.0,0.0,2.0,0.0,1.0,15.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0
670,Розарио Агро,0.4,23.0,7.0,0.0,1.0,0.0,0.0,15.0,4.0,5.0,3.0,2.0,0.0,1.0,0.0
671,Товарищ Кондотьер,0.45,20.0,5.0,0.0,1.0,0.0,1.0,13.0,1.0,4.0,2.0,1.0,0.0,2.0,2.0
672,Прага,0.2,18.0,11.0,0.0,1.0,0.0,0.0,6.0,3.0,5.0,5.0,2.0,0.0,5.0,3.0
673,Дизель,0.0,11.0,7.0,0.0,2.0,0.0,0.0,7.0,4.0,1.0,0.0,1.0,1.0,2.0,2.0
674,Новичок,0.0,12.0,7.0,0.0,0.0,0.0,0.0,9.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0
675,Prada,0.3,12.0,6.0,0.0,0.0,0.0,0.0,5.0,2.0,5.0,3.0,1.0,0.0,1.0,1.0
676,Karma,0.2,12.0,6.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
677,Пенётр Плевин,1.1,13.0,5.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0
678,Мадре,0.0,10.0,4.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0
679,Юдин,0.0,10.0,3.0,0.0,3.0,0.0,0.0,6.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0
680,Испанка,0.5,8.0,7.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0
681,Алекс,0.0,8.0,6.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0,3.0,2.0
682,Archibald,0.25,5.0,3.0,0.0,1.0,0.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
683,Мим,0.2,5.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
684,Ясно,0.4,6.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0
685,Гордей,0.0,9.0,5.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0
686,Franzs,0.0,6.0,3.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
687,Molchan,-0.1,8.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0
688,Kashir,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
689,Хокни,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
690,Кин,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
691,Базилевс,0.3,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
692,Вячеслав,0.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0
693,Бариста,0.45,7.0,2.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
694,James Dean,0.55,5.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
695,Милена,0.0,9.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0
696,Стю,0.0,6.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
697,Krafter,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
698,Наташа,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
699,Пани Марыся Кшиштовна Жбок,0.0,7.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
700,Старушка,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
701,Бордо,3.4,69.0,29.0,0.0,3.0,0.0,1.0,40.0,14.0,12.0,5.0,9.0,5.0,8.0,5.0
702,Шкода,0.5,30.0,16.0,0.0,3.0,1.0,0.0,25.0,13.0,4.0,2.0,0.0,0.0,1.0,1.0
703,Мадонна,2.0,23.0,10.0,0.0,0.0,0.0,0.0,11.0,2.0,5.0,4.0,3.0,1.0,4.0,3.0
704,Гунилла,4.35,59.0,39.0,15.0,6.0,0.0,1.0,31.0,20.0,17.0,11.0,4.0,2.0,7.0,6.0
705,POISON,2.45,53.0,27.0,7.0,4.0,0.0,3.0,31.0,15.0,10.0,5.0,6.0,5.0,6.0,2.0
706,Вещий,3.0,46.0,21.0,7.0,6.0,0.0,2.0,29.0,12.0,7.0,3.0,5.0,3.0,5.0,3.0
707,Lord_Bart,1.3,47.0,23.0,2.0,6.0,1.0,2.0,25.0,12.0,15.0,7.0,5.0,3.0,2.0,1.0
708,Raffinad,2.95,48.0,19.0,9.0,2.0,0.0,1.0,26.0,9.0,12.0,5.0,3.0,2.0,7.0,3.0
709,Turbo,1.45,40.0,23.0,4.0,6.0,0.0,1.0,18.0,10.0,12.0,8.0,5.0,3.0,5.0,2.0
710,МАРИО,1.1,34.0,19.0,5.0,1.0,0.0,0.0,19.0,9.0,8.0,4.0,4.0,3.0,3.0,3.0
711,Ганнибал,-0.5,31.0,15.0,1.0,2.0,0.0,0.0,23.0,14.0,4.0,1.0,4.0,0.0,0.0,0.0
712,Пикитан,0.2,29.0,8.0,1.0,0.0,0.0,0.0,15.0,6.0,4.0,1.0,4.0,1.0,6.0,0.0
713,Пластелин,0.3,7.0,5.0,1.0,0.0,0.0,0.0,5.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0
714,Какой-то парень,0.0,11.0,7.0,0.0,0.0,0.0,0.0,7.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0
715,Duncan MacLeod,-0.2,16.0,10.0,1.0,2.0,0.0,0.0,11.0,7.0,4.0,2.0,0.0,0.0,1.0,1.0
716,Феникс,1.5,18.0,5.0,4.0,1.0,0.0,0.0,12.0,3.0,3.0,0.0,2.0,1.0,1.0,1.0
717,Rafael,0.5,11.0,6.0,2.0,2.0,0.0,0.0,9.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0
718,Незлая,0.2,10.0,5.0,1.0,0.0,0.0,0.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,0.0
719,Биби,0.4,17.0,9.0,0.0,2.0,1.0,0.0,11.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0
720,Губернатор,0.7,12.0,6.0,1.0,3.0,0.0,2.0,9.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0
721,Борода,0.5,26.0,11.0,1.0,4.0,0.0,0.0,19.0,8.0,2.0,1.0,4.0,1.0,1.0,1.0
722,Стелла,0.0,7.0,3.0,0.0,1.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
723,Недобрый,0.5,14.0,4.0,0.0,2.0,0.0,2.0,10.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0
724,Пелагея,-1.0,13.0,5.0,0.0,0.0,0.0,0.0,10.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0
725,Джон,0.0,21.0,3.0,0.0,0.0,0.0,0.0,13.0,3.0,5.0,0.0,1.0,0.0,2.0,0.0
726,Inna,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
727,seeing,0.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
728,Кармелла,0.0,4.0,3.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
729,SouljaBoy,0.3,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0
730,Мягкий,0.3,5.0,3.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
731,Арсенал,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
732,GeneVa,0.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
733,Петросян,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
734,Mr. Fun,0.25,4.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
735,Мистикор,-1.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
736,Mark,0.2,4.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
737,ВИТО,-0.4,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
738,Morty,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
739,Goldie,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0
740,11,0.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
741,Дерзкий,0.2,5.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
742,Little Secret,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
743,Bafra,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744,Левиафан,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
745,Oili,-0.5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
746,Ведьмак,10.5,47.0,27.0,12.0,5.0,1.0,3.0,23.0,17.0,10.0,5.0,10.0,2.0,4.0,3.0
747,Клео,5.25,61.0,37.0,6.0,7.0,0.0,4.0,39.0,22.0,11.0,8.0,8.0,5.0,3.0,2.0
748,Майкл,6.5,42.0,20.0,9.0,5.0,0.0,0.0,30.0,14.0,6.0,3.0,2.0,1.0,4.0,2.0
749,Агностик,1.5,53.0,28.0,3.0,2.0,0.0,0.0,32.0,15.0,13.0,6.0,5.0,5.0,3.0,2.0
750,Иллюзионист,3.0,41.0,18.0,3.0,2.0,0.0,0.0,22.0,8.0,7.0,3.0,7.0,4.0,5.0,3.0
751,Верже,2.25,43.0,18.0,2.0,4.0,0.0,1.0,21.0,10.0,14.0,6.0,4.0,1.0,4.0,1.0
752,Сварщик,3.75,30.0,15.0,4.0,1.0,0.0,1.0,21.0,9.0,2.0,1.0,2.0,2.0,5.0,3.0
753,Политрук,1.4,43.0,22.0,1.0,1.0,0.0,0.0,30.0,15.0,8.0,5.0,2.0,1.0,3.0,1.0
754,Бастинда,2.5,32.0,12.0,3.0,2.0,0.0,0.0,19.0,7.0,7.0,2.0,3.0,1.0,3.0,2.0
755,Граф,1.25,21.0,13.0,2.0,3.0,0.0,1.0,11.0,7.0,6.0,3.0,0.0,0.0,4.0,3.0
756,Мирный житель,1.75,20.0,11.0,2.0,2.0,0.0,1.0,8.0,3.0,5.0,3.0,2.0,2.0,5.0,3.0
757,Регис,0.0,21.0,10.0,0.0,2.0,0.0,0.0,12.0,5.0,6.0,4.0,0.0,0.0,3.0,1.0
758,Кса,0.0,25.0,11.0,0.0,2.0,0.0,0.0,17.0,9.0,4.0,2.0,2.0,0.0,2.0,0.0
759,Катейка,1.75,28.0,11.0,2.0,2.0,0.0,1.0,18.0,6.0,4.0,1.0,2.0,1.0,4.0,3.0
760,Абадон,0.25,21.0,8.0,0.0,3.0,0.0,1.0,15.0,7.0,3.0,1.0,1.0,0.0,2.0,0.0
761,Нюша,0.0,13.0,7.0,0.0,1.0,0.0,0.0,3.0,1.0,8.0,5.0,1.0,1.0,1.0,0.0
762,Солнышко,0.5,12.0,7.0,1.0,1.0,0.0,0.0,7.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0
763,Хавер,0.0,17.0,10.0,0.0,2.0,0.0,0.0,14.0,7.0,2.0,2.0,0.0,0.0,1.0,1.0
764,Lady Mary,1.75,12.0,6.0,2.0,2.0,0.0,1.0,4.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0
765,Милана,0.75,17.0,9.0,1.0,1.0,0.0,1.0,6.0,3.0,5.0,3.0,2.0,2.0,4.0,1.0
766,Одессит,2.0,14.0,6.0,2.0,0.0,0.0,0.0,7.0,3.0,1.0,1.0,2.0,1.0,4.0,1.0
767,Мончестер,1.0,17.0,8.0,1.0,2.0,0.0,0.0,9.0,3.0,4.0,3.0,1.0,0.0,3.0,2.0
768,Зиш,1.25,13.0,6.0,1.0,2.0,0.0,1.0,6.0,4.0,2.0,1.0,4.0,0.0,1.0,1.0
769,Шура,1.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
770,Мирабель,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
771,Форест,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
772,Злая Фея,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
773,Огонек,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
774,Проша,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
775,Каори,3.0,9.0,6.0,3.0,0.0,0.0,0.0,6.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0
776,Море,0.75,9.0,7.0,1.0,1.0,0.0,1.0,7.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0
777,Бонус,0.0,9.0,7.0,0.0,1.0,0.0,0.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0
778,Метрим,0.0,4.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
779,Фотограф,0.25,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
780,Скорпион,1.0,5.0,3.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0
781,Ист,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
782,Мухамед Али,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
783,Ахи,1.0,4.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
784,петелька,0.0,5.0,3.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
785,Седой,0.25,4.0,2.0,0.0,1.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
786,Ткемали,0.0,4.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
787,Ксихапатка,0.0,4.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
788,Дзюд,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
789,Мема,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
790,Фишер,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
791,Рекламист,0.75,9.0,4.0,1.0,2.0,0.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0
792,Юша,0.0,5.0,2.0,0.0,2.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
793,Резидент,1.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
794,Карл,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
795,Анвар,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
796,Морено,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
797,Трумен,0.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
798,Леди Лея,0.25,9.0,2.0,0.0,1.0,0.0,1.0,4.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0
799,Джимен,0.0,6.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
800,Гарзен,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801,Елвис,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,Деа,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
803,Пятая,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
804,Масучка,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805,Тенисист,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,Мишаня,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,Бешеный,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,Маска,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809,Juliet,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
810,Корсун,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
811,Юрист,0.0,8.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0
812,Хатуль,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813,Wall st.,-3.8000000000000003,36.0,16.0,0.0,4.0,1.0,0.0,25.0,8.0,7.0,7.0,2.0,0.0,2.0,1.0
814,Ментик,-0.19999999999999996,14.0,7.0,0.0,2.0,0.0,0.0,8.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0
815,Пабло,-1.5,19.0,7.0,0.0,2.0,0.0,1.0,10.0,3.0,5.0,2.0,3.0,1.0,1.0,1.0
816,Dementor,0.4,8.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0
