,Game_result,Citizen,Mafia,Don,Sheriff
805,мафия,"['Хьюстон', 'Змей', 'Адик', 'GoN', 'Marsea', 'Абдурахман']","['Tamerlan', 'Гость']",Sportsman,Игрок
806,город,"['Коннор', 'Сарказм', 'Сталкер', 'Кельтас', 'Frank', 'Марта']","['Змей', 'Дор']",Гость,Стимул
807,мафия,"['Lynch', 'Кукла', 'Хьюстон', 'Ася', 'Гармония', 'Marsea']","['Scorp', 'Маркиза']",Адик,Snow
808,мафия,"['Змей', 'Ice', 'Мортал', 'Ася', 'Ashley', 'Кукла']","['Stay', 'Шпилька']",GoN,Коломбо
809,мафия,"['Шпилька', 'Кукла', 'GoN', 'Змей', 'Коломбо', 'Гость']","['Гость', 'Каменских']",Ася,Мортал
810,мафия,"['Каменских', 'GoN', 'Шпилька', 'Кукла', 'Гость', 'Гость']","['Ice', 'Мортал']",Ася,Змей
811,город,"['Маркиза', 'Адик', 'Гость', 'Дон Ган', 'Дор', 'Sher']","['Мортал', 'Абдурахман']",Turnik,Lu绿
812,город,"['Sher', 'Змей', 'Мортал', 'Маркиза', 'Сталкер', 'Гость']","['Turnik', 'Гость']",Lu绿,Дон Ган
813,мафия,"['Ириска', 'Сталкер', 'Абдурахман', 'Гость', 'Мадемуазель', 'Змей']","['Гость', 'Мортал']",Turnik,Гость
814,мафия,"['Дон Ган', 'Ботаник', 'Абдурахман', 'Змей', 'Ириска', 'Гость']","['Адик', 'Человек']",Маркиза,Sher
815,мафия,"['Гость', 'Сталкер', 'Мадемуазель', 'Дон Ган', 'Turnik', 'Мортал']","['Змей', 'Человек']",Лайм,Lynch
816,мафия,"['Адик', 'Кукла', 'Мортал', 'Ириска', 'Lynch', 'Sher']","['Гость', 'НикитыЧ']",Дон Ган,Дин
817,мафия,"['Люк', 'GoN', 'Гость', 'Snow', 'Гость', 'Стимул']","['Доктор', 'Маркиза']",Гость,Ириска
818,город,"['Адик', 'Лайм', 'НикитыЧ', 'GoN', 'Змей', 'Ириска']","['Люк', 'Гость']",Человек,Сталкер
819,город,"['НикитыЧ', 'Маркиза', 'Ice', 'Tamerlan', 'Кукла', 'GoN']","['Гость', 'Гость']",Лайм,Абдурахман
820,мафия,"['Дор', 'Гость', 'Гость', 'Змей', 'Гость', 'Гость']","['Коломбо', 'Гость']",Кукла,Стимул
821,город,"['Fake', 'Гость', 'Сталкер', 'Гость', 'Хохольчик', 'Змей']","['Адик', 'Гость']",Ириска,Стимул
822,мафия,"['Абдурахман', 'Мортал', 'Гость', 'Гость', 'Гость', 'Tamerlan']","['GoN', 'Sportsman']",Дор,Игрок
823,город,"['Гость', 'Ириска', 'Змей', 'Доктор', 'Tamerlan', 'Адик']","['Сталкер', 'Игрок']",Гость,Мортал
824,мафия,"['Заноза', 'Мортал', 'Fake', 'Рати', 'Дор', 'Гость']","['Arty', 'Шершень']",Scorp,Кукла
825,город,"['Шершень', 'Fake', 'Sportsman', 'Ice', 'Гость', 'Forsir']","['Гость', 'Scorp']",Рати,Гость
826,город,"['Гость', 'Стимул', 'Гость', 'Дядя', 'Гость', 'Рати']","['Гость', 'Змей']",Мортал,Гость
827,мафия,"['Гость', 'Ice', 'Гость', 'Рати', 'Змей', 'Мортал']","['Гость', 'Гость']",Кукла,Шершень
828,город,"['Самец', 'Шпилька', 'Рати', 'Маркиза', 'Ася', 'Гость']","['Tamerlan', 'Игрок']",Гость,НикитыЧ
829,мафия,"['Гость', 'Гость', 'Гость', 'Кира', 'Mr. Pibb', 'Forsir']","['Фин', 'Стимул']",Лайм,Mio
830,город,"['Гость', 'Коннор', 'Arty', 'НикитыЧ', 'Одиннадцатый', 'Fake']","['Шпилька', 'Гость']",Игрок,Tamerlan
831,город,"['Мортал', 'Гость', 'Mr. Pibb', 'Каменских', 'Адик', 'Дядя']","['Ириска', 'Стимул']",Forsir,НикитыЧ
832,город,"['Доктор', 'Ice', 'Mio', 'Фин', 'Sportsman', 'Гость']","['Гость', 'Кира']",Гость,Гость
833,мафия,"['Night', 'Гость', 'Дядя', 'Гость', 'Человек', 'Гость']","['Ginger', 'Гость']",Гость,Гость
834,мафия,"['Игрок', 'Гость', 'Turnik', 'Dimon17', 'Кира', 'Hyper']","['Гость', 'Сталкер']",Sher,Lu绿
835,мафия,"['Бонд', 'Turnik', 'Адик', 'Dimon17', 'Лайм', 'Фин']","['Lu绿', 'Гость']",Шпилька,GoN
836,мафия,"['Сталкер', 'Лайм', 'GoN', 'Мортал', 'Ириска', 'Гость']","['Кира', 'Гость']",Фин,Sher
837,город,"['Шершень', 'Вольфрам', 'Мортал', 'Sher', 'Стимул', 'Hyper']","['Гость', 'Бонд']",Dimon17,Lu绿
838,мафия,"['Бонд', 'Dimon17', 'Коннор', 'Адик', 'GoN', 'Шпилька']","['Sher', 'Hyper']",Lu绿,Гость
839,город,"['Стимул', 'Фин', 'Ириска', 'Кукла', 'Мортал', 'Каменских']","['Хохольчик', 'Лайм']",Turnik,Дор
840,мафия,"['Lucky', 'Sher', 'Шпилька', 'Lu绿', 'Snow', 'Ice']","['Адик', 'Кира']",Шершень,Сталкер
841,город,"['Гость', 'Кира', 'Кукла', 'Ginger', 'Benjamin', 'Гость']","['Sportsman', 'Гость']",Гость,Lynch
842,мафия,"['Гость', 'Гость', 'Гость', 'Гость', 'molecula', 'Люк']","['Гость', 'Marsea']",Доктор,Змей
843,мафия,"['Lynch', 'Гость', 'Доктор', 'Гость', 'Сталкер', 'Гость']","['Змей', 'Marsea']",Гость,Night
844,город,"['Ириска', 'Lynch', 'НикитыЧ', 'Кукла', 'Marsea', 'Маркиза']","['Кира', 'Каменских']",Стимул,Адик
845,город,"['Гость', 'Гость', 'Змей', 'Night', 'Сталкер', 'Гость']","['molecula', 'Доктор']",Гость,Гость
846,мафия,"['Lu绿', 'Гость', 'Мортал', 'Кира', 'Принцесса', 'Доктор']","['Turnik', 'Гость']",Феечка,Sher
847,мафия,"['Ириска', 'Гость', 'Адик', 'Змей', 'Шпилька', 'Мортал']","['Каменских', 'Принцесса']",GoN,Ice
848,город,"['Принцесса', 'GoN', 'Адик', 'Ириска', 'Кактус', 'Каменских']","['Коломбо', 'Гость']",Шпилька,Мортал
849,мафия,"['Доктор', 'Принцесса', 'Гость', 'Кира', 'Рати', 'Люк']","['Sportsman', 'GoN']",molecula,Turnik
850,мафия,"['НикитыЧ', 'Ириска', 'Гость', 'Лайм', 'Принцесса', 'Ice']","['Дин', 'Шпилька']",Мортал,Адик
851,мафия,"['Гость', 'Рати', 'Sher', 'Lu绿', 'Люк', 'Панда']","['Принцесса', 'Гость']",Turnik,Гость
852,город,"['GoN', 'Ириска', 'Гость', 'Церковник', 'Игрок', 'Адик']","['Лайм', 'Гость']",Заноза,Гость
853,город,"['Змей', 'Гость', 'Панда', 'Кира', 'Lu绿', 'Гость']","['Гость', 'Spectre']",Sher,Ириска
854,мафия,"['Принцесса', 'Коннор', 'Lynch', 'Маркиза', 'Ginger', 'Гость']","['Феечка', 'Кельтас']",Ириска,Церковник
855,мафия,"['Гость', 'Принцесса', 'Стимул', 'Змей', 'Tamerlan', 'Хохольчик']","['Sportsman', 'Fake']",Turnik,Forsir
856,мафия,"['Гость', 'Гость', 'Night', 'Мортал', 'Гость', 'Turnik']","['Дон Ган', 'Lynch']",Кира,GoN
857,город,"['Доктор', 'molecula', 'Лайм', 'Одиннадцатый', 'Абрам', 'Шершень']","['Принцесса', 'Игрок']",Маркиза,Кукла
858,город,"['Дон Ган', 'Адик', 'Каменских', 'Sportsman', 'Гость', 'Spectre']","['GoN', 'Гость']",Гость,Ириска
859,город,"['Гость', 'Лайм', 'Sher', 'Змей', 'Lu绿', 'Маркиза']","['Мортал', 'Принцесса']",Панда,Дон Ган
860,мафия,"['Гость', 'Tamerlan', 'Шпилька', 'Sher', 'Адик', 'Гость']","['Гость', 'Гость']",Lu绿,Маркиза
861,мафия,"['Мортал', 'Sher', 'Дон Ган', 'Tamerlan', 'Lu绿', 'Кира']","['Принцесса', 'Мадемуазель']",GoN,Панда
862,город,"['Snow', 'Панда', 'Гость', 'Мадемуазель', 'Персик', 'Абрам']","['Гость', 'Рати']",Маркиза,Шпилька
863,город,"['GoN', 'Ася', 'Гость', 'Сталкер', 'Frank', 'Анархия']","['Sher', 'Lu绿']",Змей,Гость
864,город,"['Ася', 'Мадемуазель', 'Гость', 'Sailos', 'Cardinal', 'Scorp']","['Кельтас', 'Змей']",Барон,Гость
865,город,"['Кельтас', 'Барон', 'Гость', 'Люк', 'Дор', 'GoN']","['Игрок', 'Гость']",Ace,Рати
866,мафия,"['Белочка', 'Змей', 'Люк', 'Кельтас', 'Дор', 'Ботаник']","['Шершень', 'Ashley']",Рати,Sunset
867,мафия,"['Ася', 'Гость', 'Lu绿', 'Cardinal', 'Ace', 'Sailos']","['Игрок', 'Барон']",Мадемуазель,GoN
868,мафия,"['Гость', 'Гость', 'GoN', 'Scorp', 'Люк', 'Гость']","['Гость', 'Lu绿']",Sailos,Змей
869,мафия,"['Гость', 'Ashley', 'Рати', 'Игрок', 'Дор', 'Ace']","['Sunset', 'Fake']",Шершень,Ботаник
870,город,"['Ace', 'Ботаник', 'Snow', 'Fake', 'Шершень', 'Lu绿']","['Гость', 'Кукла']",GoN,Люк
871,город,"['Sailos', 'Cardinal', 'Ashley', 'Мадемуазель', 'Дор', 'Ася']","['Гость', 'Барон']",Рати,Гость
872,мафия,"['Fake', 'Ботаник', 'GoN', 'Кукла', 'Люк', 'Гость']","['Змей', 'Lu绿']",Snow,Ace
873,мафия,"['Люк', 'Гость', 'Барон', 'Ashley', 'Гость', 'Мадемуазель']","['Cardinal', 'Sailos']",Sher,Гость
874,мафия,"['GoN', 'Бестолочь', 'Ася', 'Гость', 'Адик', 'Мадемуазель']","['Шершень', 'Дор']",Cardinal,Tartaletka
875,мафия,"['Адик', 'Cardinal', 'Мадемуазель', 'Бестолочь', 'Snow', 'Хохольчик']","['Змей', 'Гость']",Ася,Tartaletka
876,город,"['D1Zzy', 'Ice', 'Кельтас', 'Гость', 'Sailos', 'Ashley']","['Хохольчик', 'Змей']",Рати,Snow
877,город,"['GoN', 'Шершень', 'Человек', 'Sailos', 'Ice', 'Ashley']","['Адик', 'Мадемуазель']",Ася,Sportsman
878,город,"['Snow', 'Кельтас', 'Гость', 'Cardinal', 'Sova', 'Мортал']","['Дор', 'Бестолочь']",Хохольчик,Ice
879,мафия,"['Змей', 'Кельтас', 'Шершень', 'Кукла', 'Бестолочь', 'Адик']","['Sova', 'Дор']",Гость,Sailos
880,мафия,"['Адик', 'Кельтас', 'Ася', 'Ice', 'Cardinal', 'Мортал']","['Ashley', 'Мадемуазель']",Шершень,Гость
881,мафия,"['Гость', 'Ashley', 'Stay', 'Гость', 'Форс', 'Дон Ган']","['Рати', 'Сталкер']",Sailos,Октава
882,город,"['Сталкер', 'Cardinal', 'Гость', 'Ashley', 'Sova', 'Октава']","['Stay', 'Ася']",Sailos,Дон Ган
883,мафия,"['Люк', 'Мортал', 'Stay', 'Плюсер', 'Старик', 'Sailos']","['Гость', 'Гость']",Аграрном,Sova
884,город,"['Ася', 'Дон Ган', 'Cardinal', 'Ashley', 'Dessin', 'Scorp']","['Fake', 'Sailos']",Рати,Гость
885,город,"['Scorp', 'Ashley', 'Fake', 'Дон Ган', 'Гость', 'PeachCat']","['Sailos', 'Ася']",Sova,Люк
886,город,"['Dan Dan', 'Шершень', 'Sunset', 'Гость', 'Змей', 'Гость']","['Багряный', 'Кукла']",Рати,Fake
887,город,"['Форс', 'GoN', 'Гость', 'Гость', 'Змей', 'Гость']","['Ashley', 'Dessin']",Sunset,Dan Dan
888,мафия,"['Багряный', 'Benjamin', 'Lu绿', 'Sova', 'Рати', 'Амахонда']","['Шершень', 'Кукла']",Человек,Fake
889,город,"['Dessin', 'PeachCat', 'Гость', 'Lu绿', 'Куница', 'Sunset']","['Ice', 'Sova']",Fake,Гость
890,город,"['Sher', 'Багряный', 'Гость', 'Dan Dan', 'Амахонда', 'Форс']","['Шершень', 'Змей']",GoN,Ashley
891,мафия,"['GoN', 'Ashley', 'Гость', 'Змей', 'PeachCat', 'jija']","['Sunset', 'Sova']",Lu绿,Ася
892,мафия,"['Sunset', 'Lu绿', 'Dessin', 'Куница', 'Sher', 'Ashley']","['Sova', 'Ася']",Мадемуазель,Ice
893,город,"['Dessin', 'Старик', 'Аграрном', 'Барон', 'jija', 'Cardinal']","['Форс', 'Плюсер']",Stay,Sher
894,мафия,"['jija', 'Куница', 'Форс', 'Dessin', 'Старик', 'Плюсер']","['Sher', 'Аграрном']",Cardinal,Stay
895,город,"['Аграрном', 'Куница', 'Барон', 'Форс', 'Sher', 'Stay']","['Cardinal', 'Dessin']",Плюсер,Старик
896,мафия,"['Sher', 'Старик', 'Dessin', 'Cardinal', 'jija', 'Форс']","['Miron', 'Плюсер']",Барон,Аграрном
897,мафия,"['Пользааа', 'Гость', 'Гость', 'Гость', 'Юми', 'asst']","['Falco', 'Легионер']",Гость,Гость
898,мафия,"['Гость', 'Гость', 'Гость', 'Diamond', 'Гость', 'Гость']","['Пользааа', 'Falco']",Юми,Гость
899,мафия,"['Легионер', 'Гость', 'Diamond', 'Гость', 'Гость', 'Falco']","['Гость', 'Пользааа']",Юми,Гость
900,город,"['Гость', 'Юми', 'Гость', 'Гость', 'Гость', 'Falco']","['Гость', 'Легионер']",Only1,Diamond
901,город,"['Кошка', 'Гость', 'Гость', 'Гость', 'Cowboy', 'Ми-ми-мишка']","['Пахан', 'Гость']",Императрица,Легионер
902,город,"['Гость', 'Гость', 'Масяня', 'Гость', 'Гость', 'Гость']","['Гость', 'Гость']",Гость,Cowboy
903,мафия,"['Гость', 'Гость', 'asst', 'Гость', 'Бэмби', 'Пользааа']","['Критика', 'Гость']",Гость,Гость
904,город,"['Бэмби', 'Гость', 'asst', 'Критика', 'Гость', 'Гость']","['Гость', 'Гость']",Гость,Пользааа
905,мафия,"['Гость', 'Гость', 'Banshee', 'Гость', 'Гость', 'Гость']","['Falco', 'Гость']",Гость,Гость
906,город,"['asst', 'Гость', 'Бэмби', 'Гость', 'Гость', 'Falco']","['Кошка', 'Гость']",Легионер,Гость
907,мафия,"['Гость', 'Гость', 'Гость', 'Шаманка', 'Гость', 'Кошка']","['Гость', 'Гость']",Banshee,Гость
908,город,"['Легионер', 'Гость', 'Гость', 'Гость', 'Кошка', 'Гость']","['Falco', 'Гость']",asst,Бэмби
909,город,"['asst', 'Diamond', 'Гость', 'Гость', 'Гость', 'Легионер']","['Кошка', 'J-Dog']",Banshee,Шелли
910,мафия,"['Легионер', 'asst', 'Шелли', 'Гость', 'Кошка', 'J-Dog']","['Гость', 'Гость']",Banshee,Diamond
911,город,"['J-Dog', 'Гость', 'Diamond', 'Banshee', 'Гость', 'Гость']","['asst', 'Гость']",Легионер,Кошка
912,мафия,"['Гость', 'Пользааа', 'Бэмби', 'Гость', 'Гость', 'Масяня']","['Banshee', 'Гость']",Легионер,Sam
